Score,Value,Smiles 2,exactmw,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeavyAtoms,NumAtoms,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,chi0v,chi1v,chi2v,chi3v,chi4v,chi0n,chi1n,chi2n,chi3n,chi4n,hallKierAlpha,kappa1,kappa2,kappa3,Phi
0.9970169,25119.0,CCCN(CCC)S(c(cc1)ccc1C(Nc1nnc(CSC)[o]1)=O)(=O)=O,412.12389724799993,412.5370000000002,8.0,1.0,10.0,1.0,7.0,27.0,51.0,10.0,1.0,0.4705882352941176,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,163.33015902114062,105.39999999999998,2.9956000000000014,105.25300000000004,17.269058673829747,11.482040989618705,6.103915907273279,6.103915907273279,4.421164070620781,15.636065511974296,8.648130810700714,3.655421697720525,3.655421697720525,2.43352444242628,-1.91,21.39075448652621,9.860771648508726,5.5336898648540185,7.812197977072166
0.99692434,31623.0,CCOC(c(cc1)ccc1NC(CSc1nnc(-c2ccc[s]2)[n]1CC=C)=O)=O,428.0976825,428.53900000000016,7.0,1.0,9.0,1.0,8.0,29.0,49.0,9.0,1.0,0.2,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,176.35233176150024,86.10999999999999,4.100100000000003,115.28420000000004,17.463104678937842,10.763445342684882,5.614800172989404,5.614800172989404,3.973538516990375,15.83011151708239,8.898193971776498,3.782230375805439,3.782230375805439,2.508469457961644,-2.9099999999999997,20.814784712110708,10.035807352265202,5.331463788020452,7.203212739641999
0.9969029,19000.0,CCCCNC(c1c(NC(CCC)=O)[s]c(-c2ccccc2)c1)=O,344.155849008,344.48,4.0,2.0,8.0,2.0,3.0,24.0,48.0,5.0,2.0,0.3684210526315789,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,146.8361081928456,58.2,4.683600000000004,100.53390000000005,15.04087697338981,9.24234737712768,4.680473949527814,4.680473949527814,3.3644097664050565,14.224380392462084,8.425850796199953,3.580907935459194,3.580907935459194,2.28733961850524,-2.14,18.202301919171735,9.22769402556875,4.928348398428441,6.998553027964152
0.99690187,12589.0,Cc(c(N(CN1C(CC2c(cccc3OC)c3OC)=O)CSC1=C2C#N)ccc1)c1Cl,455.1070402440001,455.9670000000002,6.0,0.0,4.0,0.0,6.0,31.0,53.0,8.0,1.0,0.3043478260869565,4.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,190.5288310778609,65.80000000000001,4.885100000000005,122.38200000000003,19.08779617619776,11.144509876627374,7.246085248269146,7.246085248269146,5.433119899446421,17.51537064925158,9.780946843964658,5.682113907484451,5.682113907484451,4.105917946707959,-2.8199999999999994,21.41350069389557,8.735361446472378,3.7072076288319673,6.034021561144028
0.9967817,33600.0,Oc(ccc(CCCCc(cc1)cc(Cl)c1Cl)c1)c1O,310.052735112,311.2080000000001,2.0,2.0,5.0,2.0,2.0,20.0,36.0,4.0,0.0,0.25,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.1432657413028,40.46,4.970000000000003,82.87560000000003,12.454742768939228,7.2642815391393585,3.943770216628829,3.943770216628829,2.398595244455608,10.942884876902315,6.508352593120903,3.204740937890811,3.204740937890811,2.0779068604109505,-1.3799999999999997,15.01735608571004,6.86834087000109,4.0557329146998224,5.157216028142093
0.99663204,5011.9,CCOc(cc1)ccc1N(CN1C(CC2c(cccc3)c3Cl)=O)CSC1=C2C#N,425.09647556,425.94100000000014,5.0,0.0,4.0,0.0,5.0,29.0,49.0,7.0,1.0,0.2727272727272727,4.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,179.05034373395742,56.57,4.958180000000004,115.71000000000004,17.5413552052997,10.780354668772034,6.585735539312333,6.585735539312333,5.103940087127519,15.968929678353517,9.416791636109318,5.087019663048566,5.087019663048566,3.668864216496364,-2.62,19.685862339495472,8.399184390047482,3.805348304724817,5.701558195397033
0.99635637,2511.9,N#CC(C(C1)c(cccc2)c2F)=C2SCN(Cc3ccccc3)CN2C1=O,379.115461416,379.4600000000001,4.0,0.0,3.0,0.0,4.0,27.0,45.0,6.0,1.0,0.238095238095238,4.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,161.43412556609846,47.34,4.040780000000004,102.55300000000004,15.454528238007006,9.737974891086685,6.087163156644141,6.087163156644141,4.709340437360607,14.63803165707928,8.752376331433199,4.879178587324633,4.879178587324633,3.572750824951422,-2.62,17.776891729152403,7.551152611542904,3.4846086130547382,4.971704533544616
0.99634427,41500.0,CCCCCCCCNC(c1c(N)[s]c(-c2ccccc2)c1)=O,330.176584452,330.497,3.0,3.0,9.0,2.0,3.0,23.0,49.0,4.0,1.0,0.4210526315789473,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,142.46461460620648,55.12,5.087600000000004,99.87660000000004,14.62419251448867,9.26623819471074,4.89291630373762,4.89291630373762,3.4589367198609384,13.807695933560945,8.449741613783013,3.879623304703174,3.879623304703174,2.5297227131484825,-1.81,17.542399216809397,9.356127180621138,5.394648883287827,7.136039918508581
0.99634427,41500.0,CCCCCCCCNC(c1c(N)[s]c(-c2ccccc2)c1)=O,330.176584452,330.497,3.0,3.0,9.0,2.0,3.0,23.0,49.0,4.0,1.0,0.4210526315789473,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,142.46461460620648,55.12,5.087600000000004,99.87660000000004,14.62419251448867,9.26623819471074,4.89291630373762,4.89291630373762,3.4589367198609384,13.807695933560945,8.449741613783013,3.879623304703174,3.879623304703174,2.5297227131484825,-1.81,17.542399216809397,9.356127180621138,5.394648883287827,7.136039918508581
0.99628335,39811.0,Cc1cnc(NC(CSc2nnc(COc3c(C)cccc3C)[o]2)=O)[s]1,390.0820324359999,390.4900000000001,7.0,1.0,7.0,1.0,8.0,26.0,44.0,9.0,1.0,0.2941176470588235,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,158.7453738022612,90.14,3.761160000000002,100.75070000000002,16.239490039806242,9.677132561029111,5.0380780401779495,5.0380780401779495,3.4718385338583397,14.60649687795079,7.875037420447899,3.3914131846308946,3.3914131846308946,2.210756972535194,-2.39,18.40254781534388,8.326570217103585,4.826569643555811,5.89346563684873
0.9962668,50000.0,CCCCc1c(-c(cc2)ccc2Cl)[s]c(N)c1C(NCCCC)=O,364.1376121,364.9420000000002,3.0,3.0,8.0,2.0,3.0,24.0,49.0,5.0,1.0,0.4210526315789473,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,152.76788083308818,55.12,5.5232000000000046,105.03060000000006,15.896278613950551,9.727178409337736,5.326212629414599,5.326212629414599,3.872481449933126,14.32385308700437,8.532717355400782,3.963972920488641,3.963972920488641,2.6273626350280286,-1.52,18.813460061700265,9.091273731814152,4.516794811827383,7.126596469311263
0.996029,10000.0,CC(Nc1nnc(SCC(NCCOc2ccccc2)=O)[s]1)=O,352.066382372,352.44100000000003,7.0,2.0,8.0,2.0,7.0,23.0,39.0,9.0,2.0,0.2857142857142857,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,141.38568663482567,93.21,1.7837999999999992,89.88340000000004,14.076733494682458,8.619194260371893,4.424337104869804,4.424337104869804,3.151501716894307,12.443740332827003,6.817099119790679,2.45232623573398,2.45232623573398,1.5235658638896237,-2.13,17.227434890336944,9.108937663448202,6.658458743517152,6.822766544225732
0.99600816,3162.3,COc1cccc(C(CC(N2C3)=O)C(C#N)=C2SCN3c(cccc2)c2F)c1,395.1103760360001,395.45900000000006,5.0,0.0,3.0,0.0,5.0,28.0,46.0,7.0,1.0,0.238095238095238,4.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,166.5476707956053,56.57,4.053780000000003,106.04100000000004,16.078319478094695,9.81485657044531,6.137322368996952,6.137322368996952,4.724021825594582,15.261822897166969,8.82925801079182,4.982812540638919,4.982812540638919,3.566371354896877,-2.979999999999999,18.38641462889004,7.564710800953072,3.2043617444809893,4.967425333355931
0.99595946,4500.0,COc1cccc(CNc(cc2)ccc2S(Nc2nc(ccc(F)c3)c3[s]2)(=O)=O)c1O,459.0722762759999,459.5240000000002,7.0,3.0,7.0,3.0,7.0,31.0,49.0,10.0,0.0,0.0952380952380952,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,181.75096618777175,100.55,4.562500000000004,118.81400000000004,17.927235751266718,11.432189602034867,6.93987385783297,6.93987385783297,5.0659665757225145,16.294242589411265,9.13252977351275,4.522217910890515,4.522217910890515,2.940345120805787,-3.369999999999999,20.884747271068584,8.401705245802923,4.543289085027636,5.660241635632425
0.9958877,12589.0,COc(cc1)cc(C(CC(N2C3)=O)C(C#N)=C2SCN3c2cccc(Cl)c2)c1OC,441.09139018,441.94000000000017,6.0,0.0,4.0,0.0,6.0,30.0,50.0,8.0,1.0,0.2727272727272727,4.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,184.16388896346427,65.8,4.576680000000004,117.645,18.165146445387386,10.71587708167329,6.668748418838322,6.668748418838322,5.128031670895764,16.592720918441206,9.352314049010571,5.27914148769255,5.27914148769255,3.775866944157227,-2.8199999999999994,20.452681999454565,8.504125695921516,3.688154244779759,5.797739284735767
0.9958533,12589.0,CCN(c1ccccc1)S(c(cc1)ccc1C(Nc1nnc(COC)[o]1)=O)(=O)=O,416.1154407399999,416.4590000000002,9.0,1.0,8.0,1.0,7.0,29.0,49.0,10.0,1.0,0.2105263157894736,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,167.91791997375984,114.63,2.6835000000000004,106.05400000000004,16.71799309529051,10.199149992570906,5.908194552047242,5.908194552047242,4.119972829502477,15.901496514362783,8.759086663770267,3.991016687539655,3.991016687539655,2.6462953381181022,-3.2400000000000007,20.493126261325976,8.842005109125576,4.607714714837267,6.248287141537924
0.9957262,25119.0,COc1cc(OC)c(CNc2ccnc(-c3c(C(F)(F)F)cccc3)n2)cc1,389.135111476,389.377,5.0,1.0,6.0,1.0,5.0,28.0,46.0,8.0,0.0,0.2,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,159.71821480250492,56.27,4.791700000000004,99.3427,15.248076394848509,8.365210253919432,4.083146845951963,4.083146845951963,2.6959066327965147,15.248076394848509,8.365210253919432,4.083146845951963,4.083146845951963,2.6959066327965147,-3.2899999999999987,19.470991954154616,8.16055093411981,4.331609074333002,5.674786484989848
0.99565494,2100.0,COc(cc(CC=C)cc1)c1OC(c1cccc(F)c1)=O,286.10052256,286.302,3.0,0.0,5.0,0.0,3.0,21.0,36.0,4.0,0.0,0.1176470588235294,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.17775282734355,35.53,3.7820000000000022,78.25350000000003,11.63572506029092,6.393178156175706,2.8710522181539755,2.8710522181539755,1.8641986288695056,11.63572506029092,6.393178156175706,2.8710522181539755,2.8710522181539755,1.8641986288695056,-2.62,14.782146628028212,6.700820503505942,3.689689143407737,4.716786248139175
0.99563724,12589.0,CC[n]1c(SCC(Nc2cc(C(OCC)=O)ccc2)=O)nnc1CNc1ccc(C)cc1,453.1834607240001,453.56800000000015,8.0,2.0,10.0,2.0,8.0,32.0,59.0,9.0,1.0,0.3043478260869565,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,191.3163758212776,98.14,4.126020000000003,125.95390000000005,19.238359807546253,11.407708511032348,5.568460315287202,5.568460315287202,3.813488403129838,18.421863226618527,10.42210995137886,4.601698964863591,4.601698964863591,2.992255158183548,-3.329999999999999,23.335572457481213,11.334651968231311,6.3350218380263446,8.265643508906056
0.99561477,12589.0,Cc(c(N(CN1C(CC2c(cc(cc3)OC)c3OC)=O)CSC1=C2C#N)ccc1)c1Cl,455.1070402440001,455.9670000000002,6.0,0.0,4.0,0.0,6.0,31.0,53.0,8.0,1.0,0.3043478260869565,4.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,190.5288310778609,65.80000000000001,4.885100000000005,122.38200000000003,19.08779617619776,11.138526812483668,7.249552718508109,7.249552718508109,5.358451846220178,17.51537064925158,9.77496377982095,5.685581377723415,5.685581377723415,4.031249893481715,-2.8199999999999994,21.41350069389557,8.735361446472378,3.8183954594575615,6.034021561144028
0.99558026,19953.0,CC[n]1c(SCC(c(cc2)ccc2OC)=O)nnc1CNc(cc1)ccc1OC,412.156911628,412.51500000000016,7.0,1.0,10.0,1.0,8.0,29.0,53.0,8.0,0.0,0.2857142857142857,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,173.9886525383395,78.27000000000001,3.902300000000002,114.06520000000002,17.531253026359703,10.228423176178714,5.361443610158879,5.361443610158879,3.67026660157679,16.71475644543198,9.242824616525226,4.394682259735266,4.394682259735266,2.7545354736125365,-3.0,20.72704081632653,9.97229916897507,5.29,7.127456962343636
0.9955194,3162.3,COc(cccc1)c1N(CN1C(CC2c(cc3)ccc3SC)=O)CSC1=C2C#N,423.107518912,423.56300000000016,5.0,0.0,4.0,0.0,6.0,29.0,50.0,7.0,1.0,0.2727272727272727,4.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,178.87018753244098,56.57,4.636580000000005,117.86400000000006,17.925099876477056,11.46299164102808,7.135617376925647,7.135617376925647,5.293057360344937,16.292106714621603,9.252648209983002,5.237537500800673,5.237537500800673,3.727158599183368,-2.56,19.743314035916825,8.436625273935551,3.702797037760418,5.743687661609048
0.9954032,6309.6,Cc(ccc(N(CN1C(CC2c(cc3)ccc3OC)=O)CSC1=C2C#N)c1)c1Cl,425.09647556,425.94100000000014,5.0,0.0,3.0,0.0,5.0,29.0,49.0,7.0,1.0,0.2727272727272727,4.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,179.05034373395742,56.57,4.8765000000000045,115.83000000000006,17.756898154923523,10.603504645977496,6.893954320950969,6.893954320950969,4.96748769675303,16.184472627977343,9.23994161331478,5.332244365852329,5.332244365852329,3.625068187924952,-2.619999999999999,19.68586233949548,8.01641007099281,3.6823652474035606,5.441722245327918
0.99537754,15849.0,CCc1nnc(NC(c(cc2)ccc2S(N(CC)Cc2ccccc2)(=O)=O)=O)[o]1,414.1361761839999,414.4870000000002,8.0,1.0,8.0,1.0,6.0,29.0,51.0,9.0,1.0,0.25,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,169.16931685864955,105.4,3.0951000000000013,107.78300000000004,17.016851586013193,10.655507707558913,6.233521420526545,6.233521420526545,4.134543053108836,16.200355005085466,9.215444378758267,4.29850295768931,4.29850295768931,2.6974314146814597,-3.04,20.68804803919763,8.973611208806405,4.873602042430934,6.401603440443767
0.9952199,3162.3,Cc(ccc(N(CN1C(CC2c(cc3)cc(OC)c3OC)=O)CSC1=C2C#N)c1)c1Cl,455.107040244,455.9670000000002,6.0,0.0,4.0,0.0,6.0,31.0,53.0,8.0,1.0,0.3043478260869565,4.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,190.52883107786087,65.80000000000001,4.885100000000005,122.38200000000003,19.08779617619776,11.132543748339955,7.185749050591178,7.185749050591178,5.200829346212158,17.51537064925158,9.768980715677245,5.624039095492539,5.624039095492539,3.8584098373840776,-2.8199999999999994,21.41350069389557,8.735361446472378,3.934661522313248,6.034021561144028
0.99512297,57.0,O=C(c(cc1)ccc1F)OCC#CCSc1nnc(-c(cccc2)c2Cl)[o]1,402.024119144,402.83400000000006,5.0,0.0,5.0,0.0,6.0,27.0,39.0,8.0,0.0,0.1052631578947368,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,163.4385852745657,65.22,4.481600000000002,99.9265,15.388790541710108,9.092536351943275,4.289090358524238,4.289090358524238,2.733102931994877,13.816365014763926,7.728973319280561,3.258893436391937,3.258893436391937,1.982409975031496,-2.8199999999999994,18.9558767094587,9.213928652805146,5.327382994912988,6.468818353789749
0.99506456,3162.3,Cc1cccc(N2CCN(Cc(cc3OC)cc(Br)c3O)CC2)c1C,404.10994014,405.3360000000001,4.0,1.0,4.0,1.0,4.0,25.0,50.0,5.0,0.0,0.4,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,157.69719701495563,35.94,4.102340000000003,105.76480000000004,16.636135340968536,9.374976232170727,5.607820710479078,5.607820710479078,3.8468279526887335,15.050138801853834,8.581977962613374,5.003332457214823,5.003332457214823,3.35739699241452,-1.7199999999999998,18.08253064412754,7.66520681359851,3.931122388112976,5.544253484018811
0.9949024,50000.0,CCCCc1c(-c2ccccc2)[s]c(N)c1C(NCCCC)=O,330.176584452,330.4970000000001,3.0,3.0,8.0,2.0,3.0,23.0,49.0,4.0,1.0,0.4210526315789473,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,142.4646146062065,55.12,4.869800000000003,100.02060000000006,14.839735464112495,9.249548097300936,5.003803711960927,5.003803711960927,3.734757531806866,14.023238883184767,8.43305151637321,3.8935403183744537,3.8935403183744537,2.6156268745715114,-1.81,17.542399216809397,8.72605766099204,4.349618729905752,6.655477699044366
0.99484986,12589.0,CCOC(C(SC1=S)=C(N)N1c(cc(cc1)OC)c1OC)=O,340.05514899199994,340.42600000000016,6.0,2.0,5.0,1.0,8.0,22.0,38.0,8.0,0.0,0.2857142857142857,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,136.5840193682794,75.71000000000001,3.0443900000000017,87.95290000000003,14.04620435808364,7.663421784281533,4.302936418720847,4.302936418720847,3.175053759932496,12.41321119622819,6.438676912889943,2.933238585785992,2.933238585785992,1.9276384413437784,-2.06,16.312921587033127,6.800193332556898,2.926795633519649,5.042319118666644
0.99459827,39811.0,COc1cc(OC)c(CNc(ncnc2)c2-c2c(C(F)(F)F)cccc2)cc1,389.135111476,389.377,5.0,1.0,6.0,1.0,5.0,28.0,46.0,8.0,0.0,0.2,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,159.7182148025049,56.27,4.791700000000004,99.3427,15.248076394848509,8.351061104580463,4.175419564221413,4.175419564221413,2.809620226501325,15.248076394848509,8.351061104580463,4.175419564221413,4.175419564221413,2.809620226501325,-3.2899999999999987,19.470991954154616,8.16055093411981,4.162455082610991,5.674786484989848
0.9944384,12589.0,CC(C)CN(CC(C)C)S(c(cc1)ccc1C(Nc1nnc(CSC)[o]1)=O)(=O)=O,440.15519737599993,440.5910000000002,8.0,1.0,10.0,1.0,7.0,29.0,57.0,10.0,1.0,0.5263157894736842,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0600432499338,105.39999999999998,3.4876000000000023,114.34700000000008,19.009545649835903,12.19372508493184,6.228461216838658,6.228461216838658,4.798451213135569,17.37655248798045,9.359814906013844,3.846972981956042,3.846972981956042,2.6678882991662,-1.91,23.36972946135983,10.21887976360995,6.546936444416251,8.234912257714802
0.9944019,3162.3,Cc(cccc1)c1N(CN1C(CC2c(cc(c(OC)c3)OC)c3OC)=O)CSC1=C2C#N,451.15657728,451.5480000000002,7.0,0.0,5.0,0.0,7.0,32.0,57.0,8.0,1.0,0.3333333333333333,4.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,191.7040521948828,75.03,4.240300000000004,123.92400000000006,19.36215104763394,11.18395253866562,7.015469397604375,7.015469397604375,5.381888069451418,18.54565446670621,10.198353979012133,5.860959569246344,5.860959569246344,4.224237598753712,-3.31,21.90443125911807,9.0484117588423,3.7332730015693527,6.193759792992401
